Datum,Name Haltestelle,Kundengewichtete Ankunftspünktlichkeit,Kundengewichtete Ankunftspünktlichkeit Fernverkehr,Kundengewichtete Ankunftspünktlichkeit Regionalverkehr,Kundengewichtete Anschlüsse,key
2018-10-09,La Chaux-de-Fonds,100,100,100,99.8281199414,2018-10-09 00:00:00-CF
2018-10-08,La Chaux-de-Fonds,99.4437593817,99.3345350685,100,99.8281199414,2018-10-08 00:00:00-CF
2018-10-07,La Chaux-de-Fonds,100,100,100,100,2018-10-07 00:00:00-CF
2018-10-06,La Chaux-de-Fonds,100,100,100,100,2018-10-06 00:00:00-CF
2018-10-05,La Chaux-de-Fonds,99.5319384512,99.4343170797,100,100,2018-10-05 00:00:00-CF
2018-10-04,La Chaux-de-Fonds,100,100,100,99.6200533352,2018-10-04 00:00:00-CF
2018-10-03,La Chaux-de-Fonds,98.6970859225,99.5470708517,94.6206519083,96.7642789115,2018-10-03 00:00:00-CF
2018-10-02,La Chaux-de-Fonds,99.1379218923,98.9581683634,100,99.4581909359,2018-10-02 00:00:00-CF
2018-10-01,La Chaux-de-Fonds,86.7818280989,84.116021383,100,99.0001763622,2018-10-01 00:00:00-CF
2018-09-30,La Chaux-de-Fonds,99.668962692,100,98.3342362937,99.6788497061,2018-09-30 00:00:00-CF
2018-09-29,La Chaux-de-Fonds,96.809371626,96.014913748,100,97.2223170773,2018-09-29 00:00:00-CF
2018-09-28,La Chaux-de-Fonds,99.5319384512,99.4343170797,100,100,2018-09-28 00:00:00-CF
2018-09-27,La Chaux-de-Fonds,93.3566282622,92.3334349472,98.4309856128,95.4551761545,2018-09-27 00:00:00-CF
2018-09-26,La Chaux-de-Fonds,95.0179289474,93.994664452,100,99.2969404535,2018-09-26 00:00:00-CF
2018-09-25,La Chaux-de-Fonds,99.8368931743,100,99.0279919552,99.6248236293,2018-09-25 00:00:00-CF
2018-09-24,La Chaux-de-Fonds,95.1962236776,94.2351797981,100,99.1385586897,2018-09-24 00:00:00-CF
2018-09-23,La Chaux-de-Fonds,95.2405837139,94.0601587541,100,99.6899629238,2018-09-23 00:00:00-CF
2018-09-22,La Chaux-de-Fonds,99.4167926699,99.2722298581,100,100,2018-09-22 00:00:00-CF
2018-09-21,La Chaux-de-Fonds,88.0729534495,86.8390252672,94.1181722705,94.110582618,2018-09-21 00:00:00-CF
2018-09-20,La Chaux-de-Fonds,99.7931136059,100,98.7670948869,98.20520814,2018-09-20 00:00:00-CF
2018-09-19,La Chaux-de-Fonds,98.0303881777,97.6214676183,100,98.061256222,2018-09-19 00:00:00-CF
2018-09-18,La Chaux-de-Fonds,98.9845120889,98.7797491267,100,99.8285991015,2018-09-18 00:00:00-CF
2018-09-17,La Chaux-de-Fonds,100,100,100,100,2018-09-17 00:00:00-CF
2018-09-16,La Chaux-de-Fonds,99.142637042,98.9102702765,100,100,2018-09-16 00:00:00-CF
2018-09-15,La Chaux-de-Fonds,100,100,100,99.6912431781,2018-09-15 00:00:00-CF
2018-09-14,La Chaux-de-Fonds,98.0951558478,97.9596284373,98.7670967527,99.3411535231,2018-09-14 00:00:00-CF
2018-09-13,La Chaux-de-Fonds,99.0701158736,99.5470708517,96.7047368556,99.8190868192,2018-09-13 00:00:00-CF
2018-09-12,La Chaux-de-Fonds,94.6364949935,93.9133621575,98.2227522219,99.4884122399,2018-09-12 00:00:00-CF
2018-09-11,La Chaux-de-Fonds,99.743366405,99.8876144948,99.0279919552,99.8173711225,2018-09-11 00:00:00-CF
2018-09-10,La Chaux-de-Fonds,100,100,100,99.8296941343,2018-09-10 00:00:00-CF
2018-09-09,La Chaux-de-Fonds,100,100,100,100,2018-09-09 00:00:00-CF
2018-09-08,La Chaux-de-Fonds,100,100,100,99.7040804629,2018-09-08 00:00:00-CF
2018-09-07,La Chaux-de-Fonds,92.1709213706,90.5918319818,100,98.8289581809,2018-09-07 00:00:00-CF
2018-09-06,La Chaux-de-Fonds,93.0430355188,91.6402333395,100,99.8297110133,2018-09-06 00:00:00-CF
2018-09-05,La Chaux-de-Fonds,100,100,100,98.2233479901,2018-09-05 00:00:00-CF
2018-09-04,La Chaux-de-Fonds,83.7102847236,80.5424883735,100,96.2636262085,2018-09-04 00:00:00-CF
2018-09-03,La Chaux-de-Fonds,98.9588666748,98.7433903386,100,99.2345018286,2018-09-03 00:00:00-CF
2018-09-02,La Chaux-de-Fonds,99.668962692,100,98.3342362937,99.5144987927,2018-09-02 00:00:00-CF
2018-09-01,La Chaux-de-Fonds,97.8333056442,97.7015506037,98.3648427968,99.8255051223,2018-09-01 00:00:00-CF
2018-08-31,La Chaux-de-Fonds,93.8540771692,93.61137772,95.0734744398,99.8215637608,2018-08-31 00:00:00-CF
2018-08-30,La Chaux-de-Fonds,89.2641203102,87.0255618284,100,100,2018-08-30 00:00:00-CF
2018-08-29,La Chaux-de-Fonds,93.3894804352,92.0111085581,100,99.8314321135,2018-08-29 00:00:00-CF
2018-08-28,La Chaux-de-Fonds,98.262511899,98.0877681056,99.1005638671,95.6225207815,2018-08-28 00:00:00-CF
2018-08-27,La Chaux-de-Fonds,96.4425860357,95.7014990591,100,97.3388565775,2018-08-27 00:00:00-CF
2018-08-26,La Chaux-de-Fonds,98.0083908743,97.5097473031,100,99.4466876028,2018-08-26 00:00:00-CF
2018-08-25,La Chaux-de-Fonds,99.6812942545,100,98.3955450039,97.6364943158,2018-08-25 00:00:00-CF
2018-08-24,La Chaux-de-Fonds,98.3307328511,98.2312526917,98.807706661,99.1437005575,2018-08-24 00:00:00-CF
2018-08-23,La Chaux-de-Fonds,99.3657254389,99.5470708517,98.4960128315,99.3089211991,2018-08-23 00:00:00-CF
2018-08-22,La Chaux-de-Fonds,88.7107713051,87.4784909767,94.6206519083,95.4073930471,2018-08-22 00:00:00-CF
2018-08-21,La Chaux-de-Fonds,100,100,100,100,2018-08-21 00:00:00-CF
2018-08-20,La Chaux-de-Fonds,96.7494878026,96.0723351628,100,98.8930180787,2018-08-20 00:00:00-CF
2018-08-19,La Chaux-de-Fonds,100,100,100,99.2936912639,2018-08-19 00:00:00-CF
2018-08-18,La Chaux-de-Fonds,97.3048807929,97.0264622813,98.4280999304,98.6312129305,2018-08-18 00:00:00-CF
2018-08-17,La Chaux-de-Fonds,99.3659083091,99.5469469818,98.4978889369,100,2018-08-17 00:00:00-CF
2018-08-16,La Chaux-de-Fonds,94.627373784,93.4675392579,100,97.789007484,2018-08-16 00:00:00-CF
2018-08-15,La Chaux-de-Fonds,99.1416511389,99.4049796503,97.8848762727,99.9950757244,2018-08-15 00:00:00-CF
2018-08-14,La Chaux-de-Fonds,100,100,100,96.4498294741,2018-08-14 00:00:00-CF
2018-08-13,La Chaux-de-Fonds,98.9823876145,98.7759021527,100,98.4366646113,2018-08-13 00:00:00-CF
2018-08-12,La Chaux-de-Fonds,100,100,100,100,2018-08-12 00:00:00-CF
2018-08-11,La Chaux-de-Fonds,95.131246656,94.8992641383,96.0468261593,97.1713882936,2018-08-11 00:00:00-CF
2018-08-10,La Chaux-de-Fonds,99.0122433601,100,94.3523024125,99.821163761,2018-08-10 00:00:00-CF
2018-08-09,La Chaux-de-Fonds,99.5025131992,99.3968524432,100,99.8274394943,2018-08-09 00:00:00-CF
2018-08-08,La Chaux-de-Fonds,100,100,100,99.8214828822,2018-08-08 00:00:00-CF
2018-08-07,La Chaux-de-Fonds,97.870579902,98.7356576823,93.7616069848,97.2635061086,2018-08-07 00:00:00-CF
2018-08-06,La Chaux-de-Fonds,100,100,100,98.1162513233,2018-08-06 00:00:00-CF
2018-08-05,La Chaux-de-Fonds,99.1013726257,99.2758401447,98.3979280363,99.5294465561,2018-08-05 00:00:00-CF
2018-08-04,La Chaux-de-Fonds,97.8171127426,97.6737335533,98.3955450039,99.5411477005,2018-08-04 00:00:00-CF
2018-08-03,La Chaux-de-Fonds,87.5361372251,85.8874743266,95.351709705,99.9857057728,2018-08-03 00:00:00-CF
2018-08-02,La Chaux-de-Fonds,99.6232479667,99.5447622948,100,99.8303688266,2018-08-02 00:00:00-CF
2018-08-01,La Chaux-de-Fonds,98.7923263608,99.0268537999,97.8469930048,100,2018-08-01 00:00:00-CF
2018-07-31,La Chaux-de-Fonds,76.4541742768,71.9494341632,97.4250604039,91.0639082893,2018-07-31 00:00:00-CF
2018-07-30,La Chaux-de-Fonds,94.580542047,95.5303353523,90.1548493657,94.7552619067,2018-07-30 00:00:00-CF
2018-07-29,La Chaux-de-Fonds,99.6880801884,100,98.4304346103,99.2187061601,2018-07-29 00:00:00-CF
2018-07-28,La Chaux-de-Fonds,98.7413173451,98.4293207457,100,97.6356171057,2018-07-28 00:00:00-CF
2018-07-27,La Chaux-de-Fonds,100,100,100,100,2018-07-27 00:00:00-CF
2018-07-26,La Chaux-de-Fonds,95.7134220442,94.8094202131,100,98.6445243869,2018-07-26 00:00:00-CF
2018-07-25,La Chaux-de-Fonds,96.6124890479,95.9061527631,100,98.4153652845,2018-07-25 00:00:00-CF
2018-07-24,La Chaux-de-Fonds,99.0800998881,98.8882897843,100,99.6176628971,2018-07-24 00:00:00-CF
2018-07-23,La Chaux-de-Fonds,99.7781356347,100,99.0083494414,99.4750762047,2018-07-23 00:00:00-CF
2018-07-22,La Chaux-de-Fonds,96.2764999225,95.3530017108,100,100,2018-07-22 00:00:00-CF
2018-07-21,La Chaux-de-Fonds,99.7001402086,100,98.4937391318,99.869936986,2018-07-21 00:00:00-CF
2018-07-20,La Chaux-de-Fonds,94.5738631917,93.4565909186,100,99.0171512071,2018-07-20 00:00:00-CF
2018-07-19,La Chaux-de-Fonds,100,100,100,98.929276611,2018-07-19 00:00:00-CF
2018-07-18,La Chaux-de-Fonds,98.7305671354,98.4658752994,100,96.6831408314,2018-07-18 00:00:00-CF
2018-07-17,La Chaux-de-Fonds,99.0427609197,99.512128262,96.9529515584,100,2018-07-17 00:00:00-CF
2018-07-16,La Chaux-de-Fonds,95.7528714748,94.8681019007,100,100,2018-07-16 00:00:00-CF
2018-07-15,La Chaux-de-Fonds,99.1754528397,98.9627400462,100,99.6848319393,2018-07-15 00:00:00-CF
2018-07-14,La Chaux-de-Fonds,100,100,100,100,2018-07-14 00:00:00-CF
2018-07-13,La Chaux-de-Fonds,99.4947350781,100,97.087830471,99.2802077209,2018-07-13 00:00:00-CF
2018-07-12,La Chaux-de-Fonds,99.4669366093,99.3437523567,100,99.3810751677,2018-07-12 00:00:00-CF
2018-07-11,La Chaux-de-Fonds,100,100,100,99.8281208792,2018-07-11 00:00:00-CF
2018-07-10,La Chaux-de-Fonds,100,100,100,99.8072159397,2018-07-10 00:00:00-CF
2018-07-09,La Chaux-de-Fonds,87.3616159794,84.4399966546,100,99.765006028,2018-07-09 00:00:00-CF
2018-07-08,La Chaux-de-Fonds,91.3648264326,89.2231406042,100,100,2018-07-08 00:00:00-CF
2018-07-07,La Chaux-de-Fonds,95.7555670985,94.7034761472,100,100,2018-07-07 00:00:00-CF
2018-07-06,La Chaux-de-Fonds,81.7992171782,78.0031664569,100,94.8926120566,2018-07-06 00:00:00-CF
2018-07-05,La Chaux-de-Fonds,78.6771573714,73.688402812,96.5594299571,98.9059949819,2018-07-05 00:00:00-CF
2018-07-04,La Chaux-de-Fonds,86.6767791649,84.7366678486,95.6210660645,94.1420207618,2018-07-04 00:00:00-CF
2018-07-03,La Chaux-de-Fonds,87.1087969218,84.9191505942,96.8133384652,95.7591717084,2018-07-03 00:00:00-CF
2018-07-02,La Chaux-de-Fonds,100,100,100,99.8314254981,2018-07-02 00:00:00-CF
2018-07-01,La Chaux-de-Fonds,100,100,100,100,2018-07-01 00:00:00-CF
2018-06-30,La Chaux-de-Fonds,100,100,100,58.2338902148,2018-06-30 00:00:00-CF
2018-06-29,La Chaux-de-Fonds,100,100,100,99.6901840593,2018-06-29 00:00:00-CF
2018-06-28,La Chaux-de-Fonds,98.7138126846,98.6820328803,98.8077275993,91.0853440013,2018-06-28 00:00:00-CF
2018-06-27,La Chaux-de-Fonds,100,100,100,100,2018-06-27 00:00:00-CF
2018-06-26,La Chaux-de-Fonds,99.7597666112,100,99.0600263128,94.3070693219,2018-06-26 00:00:00-CF
2018-06-25,La Chaux-de-Fonds,100,100,100,94.5322483895,2018-06-25 00:00:00-CF
2018-06-24,La Chaux-de-Fonds,98.9536003533,98.6921804168,100,99.6835594974,2018-06-24 00:00:00-CF
2018-06-23,La Chaux-de-Fonds,99.9068908157,100,99.531261993,98.4738149888,2018-06-23 00:00:00-CF
2018-06-22,La Chaux-de-Fonds,97.7422814267,97.0015757983,100,92.2322895333,2018-06-22 00:00:00-CF
2018-06-21,La Chaux-de-Fonds,98.0237464197,97.355003313,100,100,2018-06-21 00:00:00-CF
2018-06-20,La Chaux-de-Fonds,100,100,100,100,2018-06-20 00:00:00-CF
2018-06-19,La Chaux-de-Fonds,98.9968693562,99.1663538554,98.4960128315,98.5016835558,2018-06-19 00:00:00-CF
2018-06-18,La Chaux-de-Fonds,98.6636359465,98.2118433315,100,100,2018-06-18 00:00:00-CF
2018-06-17,La Chaux-de-Fonds,100,100,100,100,2018-06-17 00:00:00-CF
2018-06-16,La Chaux-de-Fonds,100,100,100,98.5496970752,2018-06-16 00:00:00-CF
2018-06-15,La Chaux-de-Fonds,96.7424098161,96.0629897226,100,99.8335600802,2018-06-15 00:00:00-CF
2018-06-14,La Chaux-de-Fonds,100,100,100,100,2018-06-14 00:00:00-CF
2018-06-13,La Chaux-de-Fonds,98.579844029,99.0128595176,96.5594299571,96.919305571,2018-06-13 00:00:00-CF
2018-06-12,La Chaux-de-Fonds,99.7941385153,99.7512139496,100,99.6309283289,2018-06-12 00:00:00-CF
2018-06-11,La Chaux-de-Fonds,98.3542849288,98.0017889183,100,99.827671098,2018-06-11 00:00:00-CF
2018-06-10,La Chaux-de-Fonds,100,100,100,98.2548779974,2018-06-10 00:00:00-CF
2018-06-09,La Chaux-de-Fonds,99.6812942545,100,98.3955450039,99.6864061333,2018-06-09 00:00:00-CF
2018-06-08,La Chaux-de-Fonds,99.3228944317,99.1876606464,100,93.3064492449,2018-06-08 00:00:00-CF
2018-06-07,La Chaux-de-Fonds,100,100,100,99.5906207957,2018-06-07 00:00:00-CF
2018-06-06,La Chaux-de-Fonds,98.503122901,98.2121458735,100,96.3880185806,2018-06-06 00:00:00-CF
2018-06-05,La Chaux-de-Fonds,97.7382056738,98.3229446162,94.7301251421,99.4191021829,2018-06-05 00:00:00-CF
2018-06-04,La Chaux-de-Fonds,90.8749870533,89.0724981736,100,99.7984010992,2018-06-04 00:00:00-CF
2018-06-03,La Chaux-de-Fonds,100,100,100,100,2018-06-03 00:00:00-CF
2018-06-02,La Chaux-de-Fonds,99.1809441093,98.9779202162,100,97.35845969,2018-06-02 00:00:00-CF
2018-06-01,La Chaux-de-Fonds,98.7151290836,99.4278601513,95.295619692,98.0778102131,2018-06-01 00:00:00-CF
2018-05-31,La Chaux-de-Fonds,95.8686910864,95.1119476197,100,96.3555671043,2018-05-31 00:00:00-CF
2018-05-30,La Chaux-de-Fonds,99.5749267593,99.492297031,100,98.8581042647,2018-05-30 00:00:00-CF
2018-05-29,La Chaux-de-Fonds,94.6833654008,93.6498680393,100,100,2018-05-29 00:00:00-CF
2018-05-28,La Chaux-de-Fonds,96.3775204542,95.6733651919,100,100,2018-05-28 00:00:00-CF
2018-05-27,La Chaux-de-Fonds,97.9932928741,97.5290913232,100,97.2928765633,2018-05-27 00:00:00-CF
2018-05-26,La Chaux-de-Fonds,95.1092705413,94.2866140286,98.4280999304,96.6429902733,2018-05-26 00:00:00-CF
2018-05-25,La Chaux-de-Fonds,100,100,100,99.8107247635,2018-05-25 00:00:00-CF
2018-05-24,La Chaux-de-Fonds,100,100,100,98.7216247763,2018-05-24 00:00:00-CF
2018-05-23,La Chaux-de-Fonds,93.0723894262,93.6498680393,90.101658305,100,2018-05-23 00:00:00-CF
2018-05-22,La Chaux-de-Fonds,100,100,100,97.8891988073,2018-05-22 00:00:00-CF
2018-05-21,La Chaux-de-Fonds,99.6814719339,100,98.3954218437,99.6845082681,2018-05-21 00:00:00-CF
2018-05-20,La Chaux-de-Fonds,100,100,100,99.6911397582,2018-05-20 00:00:00-CF
2018-05-19,La Chaux-de-Fonds,99.0534092241,98.9369708822,99.5050592473,100,2018-05-19 00:00:00-CF
2018-05-18,La Chaux-de-Fonds,100,100,100,100,2018-05-18 00:00:00-CF
2018-05-17,La Chaux-de-Fonds,100,100,100,99.8286677787,2018-05-17 00:00:00-CF
2018-05-16,La Chaux-de-Fonds,98.9751028895,98.7758737645,100,99.782744309,2018-05-16 00:00:00-CF
2018-05-15,La Chaux-de-Fonds,100,100,100,96.6799515391,2018-05-15 00:00:00-CF
2018-05-14,La Chaux-de-Fonds,99.9059072997,99.8876171011,100,98.1230731593,2018-05-14 00:00:00-CF
2018-05-13,La Chaux-de-Fonds,99.7311505381,99.6695791247,100,100,2018-05-13 00:00:00-CF
2018-05-12,La Chaux-de-Fonds,99.7349726718,99.6692788889,100,95.9223931069,2018-05-12 00:00:00-CF
2018-05-11,La Chaux-de-Fonds,100,100,100,98.8364286913,2018-05-11 00:00:00-CF
2018-05-10,La Chaux-de-Fonds,94.2936238614,92.8779308957,100,99.0303004762,2018-05-10 00:00:00-CF
2018-05-09,La Chaux-de-Fonds,99.0656287394,100,94.9171468001,99.5639918694,2018-05-09 00:00:00-CF
2018-05-08,La Chaux-de-Fonds,99.0135211132,98.8143832697,100,99.20141434,2018-05-08 00:00:00-CF
2018-05-07,La Chaux-de-Fonds,99.0898899457,100,94.7630765625,99.3923252878,2018-05-07 00:00:00-CF
2018-05-06,La Chaux-de-Fonds,98.6127735338,99.218290149,96.1713598583,98.6687650236,2018-05-06 00:00:00-CF
2018-05-05,La Chaux-de-Fonds,100,100,100,100,2018-05-05 00:00:00-CF
2018-05-04,La Chaux-de-Fonds,97.8905790424,98.1450557152,96.5818311966,99.5636794878,2018-05-04 00:00:00-CF
2018-05-03,La Chaux-de-Fonds,100,100,100,100,2018-05-03 00:00:00-CF
2018-05-02,La Chaux-de-Fonds,93.2681354163,92.2636018644,100,96.2823702613,2018-05-02 00:00:00-CF
2018-05-01,La Chaux-de-Fonds,95.3455767176,94.632940994,100,100,2018-05-01 00:00:00-CF
2018-04-30,La Chaux-de-Fonds,97.5270063352,97.0406040054,100,99.594561687,2018-04-30 00:00:00-CF
2018-04-29,La Chaux-de-Fonds,99.4078368418,99.663170977,98.3979280363,100,2018-04-29 00:00:00-CF
2018-04-28,La Chaux-de-Fonds,99.6772390146,100,98.3594223608,98.7798600428,2018-04-28 00:00:00-CF
2018-04-27,La Chaux-de-Fonds,99.2637300855,99.3215388551,98.968240837,99.8323917227,2018-04-27 00:00:00-CF
2018-04-26,La Chaux-de-Fonds,100,100,100,97.1815222924,2018-04-26 00:00:00-CF
2018-04-25,La Chaux-de-Fonds,100,100,100,96.90484266,2018-04-25 00:00:00-CF
2018-04-24,La Chaux-de-Fonds,99.4299781494,100,96.5818258309,100,2018-04-24 00:00:00-CF
2018-04-23,La Chaux-de-Fonds,93.8918481984,93.3415928894,96.6218103063,99.5812531874,2018-04-23 00:00:00-CF
2018-04-22,La Chaux-de-Fonds,99.727439996,99.6573349756,100,97.899027468,2018-04-22 00:00:00-CF
2018-04-21,La Chaux-de-Fonds,96.2974075121,95.3701481971,100,98.7649872785,2018-04-21 00:00:00-CF
2018-04-20,La Chaux-de-Fonds,93.9302935443,92.6272873904,100,95.3881335548,2018-04-20 00:00:00-CF
2018-04-19,La Chaux-de-Fonds,99.4683044039,99.8842912944,97.5305751211,99.4810070291,2018-04-19 00:00:00-CF
2018-04-18,La Chaux-de-Fonds,98.1278934059,97.9879792636,98.7859759132,99.0776047784,2018-04-18 00:00:00-CF
2018-04-17,La Chaux-de-Fonds,100,100,100,99.9790070497,2018-04-17 00:00:00-CF
2018-04-16,La Chaux-de-Fonds,96.9559003685,97.187790033,95.8696957713,98.0894604124,2018-04-16 00:00:00-CF
2018-04-15,La Chaux-de-Fonds,99.668962692,100,98.3342362937,99.2553562456,2018-04-15 00:00:00-CF
2018-04-14,La Chaux-de-Fonds,99.7338084403,99.6692788889,100,100,2018-04-14 00:00:00-CF
2018-04-13,La Chaux-de-Fonds,100,100,100,100,2018-04-13 00:00:00-CF
2018-04-12,La Chaux-de-Fonds,96.5150534637,95.8376168292,100,99.7591527473,2018-04-12 00:00:00-CF
2018-04-11,La Chaux-de-Fonds,88.6382199553,87.1470101885,96.3094707363,97.095331693,2018-04-11 00:00:00-CF
2018-04-10,La Chaux-de-Fonds,100,100,100,98.9436760713,2018-04-10 00:00:00-CF
2018-04-09,La Chaux-de-Fonds,98.0686471389,97.8606244283,100,99.6978331714,2018-04-09 00:00:00-CF
2018-04-08,La Chaux-de-Fonds,100,100,100,100,2018-04-08 00:00:00-CF
2018-04-07,La Chaux-de-Fonds,98.7199903278,98.5300184863,100,97.0400638619,2018-04-07 00:00:00-CF
2018-04-06,La Chaux-de-Fonds,100,100,100,100,2018-04-06 00:00:00-CF
2018-04-05,La Chaux-de-Fonds,97.257948024,96.7249222105,100,99.4641689621,2018-04-05 00:00:00-CF
2018-04-04,La Chaux-de-Fonds,94.4034578142,93.9800061823,96.5818258309,98.7070623492,2018-04-04 00:00:00-CF
2018-04-03,La Chaux-de-Fonds,98.9601358362,99.4255690038,96.6218103063,100,2018-04-03 00:00:00-CF
2018-04-02,La Chaux-de-Fonds,97.3064358748,97.5890542078,96.1653705459,98.3903948415,2018-04-02 00:00:00-CF
2018-04-01,La Chaux-de-Fonds,99.4574622574,99.3229026697,100,99.6690776212,2018-04-01 00:00:00-CF
2018-03-31,La Chaux-de-Fonds,100,100,100,100,2018-03-31 00:00:00-CF
2018-03-30,La Chaux-de-Fonds,100,100,100,98.8049633691,2018-03-30 00:00:00-CF
2018-03-29,La Chaux-de-Fonds,98.2902866608,97.9337911143,100,98.5867795407,2018-03-29 00:00:00-CF
2018-03-28,La Chaux-de-Fonds,90.1003173898,88.8385905521,96.1514202047,96.7130955879,2018-03-28 00:00:00-CF
2018-03-27,La Chaux-de-Fonds,97.1051320404,96.4843052424,100,98.952945391,2018-03-27 00:00:00-CF
2018-03-26,La Chaux-de-Fonds,99.5847873898,99.4982895402,100,99.8553878361,2018-03-26 00:00:00-CF
2018-03-25,La Chaux-de-Fonds,99.2953837023,99.1206255776,100,98.1745373015,2018-03-25 00:00:00-CF
2018-03-24,La Chaux-de-Fonds,98.0419206884,97.5565607891,100,99.464567277,2018-03-24 00:00:00-CF
2018-03-23,La Chaux-de-Fonds,100,100,100,99.9402604644,2018-03-23 00:00:00-CF
2018-03-22,La Chaux-de-Fonds,92.6406723347,93.3847358412,89.0901294714,99.3187513852,2018-03-22 00:00:00-CF
2018-03-21,La Chaux-de-Fonds,93.0357814682,92.1260572949,97.3987183108,95.7269783556,2018-03-21 00:00:00-CF
2018-03-20,La Chaux-de-Fonds,100,100,100,98.1755913031,2018-03-20 00:00:00-CF
2018-03-19,La Chaux-de-Fonds,96.7105221623,97.2836476627,93.9593678136,97.8607492383,2018-03-19 00:00:00-CF
2018-03-18,La Chaux-de-Fonds,96.336181824,95.4585974319,100,98.2255452666,2018-03-18 00:00:00-CF
2018-03-17,La Chaux-de-Fonds,92.961555528,91.6065330705,98.4280999304,98.0416251308,2018-03-17 00:00:00-CF
2018-03-16,La Chaux-de-Fonds,91.7081141543,89.9356994155,100,95.4121693675,2018-03-16 00:00:00-CF
2018-03-15,La Chaux-de-Fonds,95.6959219075,97.0838661956,89.0394941147,97.9091109294,2018-03-15 00:00:00-CF
2018-03-14,La Chaux-de-Fonds,92.9760793977,91.5581794097,100,96.0148318424,2018-03-14 00:00:00-CF
2018-03-13,La Chaux-de-Fonds,84.7713253359,81.9095649128,98.4960128315,95.3406607622,2018-03-13 00:00:00-CF
2018-03-12,La Chaux-de-Fonds,99.605697014,100,97.7129381436,99.9163245974,2018-03-12 00:00:00-CF
2018-03-11,La Chaux-de-Fonds,100,100,100,100,2018-03-11 00:00:00-CF
2018-03-10,La Chaux-de-Fonds,100,100,100,99.8075314039,2018-03-10 00:00:00-CF
2018-03-09,La Chaux-de-Fonds,100,100,100,99.623334569,2018-03-09 00:00:00-CF
2018-03-08,La Chaux-de-Fonds,93.587059991,92.683255048,97.921608858,98.8227498653,2018-03-08 00:00:00-CF
2018-03-07,La Chaux-de-Fonds,99.613188886,100,97.8848762727,99.897485648,2018-03-07 00:00:00-CF
2018-03-06,La Chaux-de-Fonds,96.7235123459,96.0403257379,100,98.2972491553,2018-03-06 00:00:00-CF
2018-03-05,La Chaux-de-Fonds,97.1626911534,96.56873973,100,99.3304665637,2018-03-05 00:00:00-CF
2018-03-04,La Chaux-de-Fonds,98.8672883354,98.5863544896,100,99.5440385465,2018-03-04 00:00:00-CF
2018-03-03,La Chaux-de-Fonds,99.730880274,99.6628817491,100,99.6466472995,2018-03-03 00:00:00-CF
2018-03-02,La Chaux-de-Fonds,82.6730383925,79.9138489761,95.351709705,92.4525615904,2018-03-02 00:00:00-CF
2018-03-01,La Chaux-de-Fonds,28.3413061816,18.9414467958,72.7810266698,76.1092256437,2018-03-01 00:00:00-CF
2018-02-28,La Chaux-de-Fonds,92.5057299897,91.0974023687,99.0600263128,93.6613621439,2018-02-28 00:00:00-CF
2018-02-27,La Chaux-de-Fonds,99.8448148307,100,99.1005638671,98.2308284947,2018-02-27 00:00:00-CF
2018-02-26,La Chaux-de-Fonds,99.0271721577,99.4078766894,97.1996894728,96.479290908,2018-02-26 00:00:00-CF
2018-02-25,La Chaux-de-Fonds,94.7787701252,93.8730884946,98.4304346103,98.8691535403,2018-02-25 00:00:00-CF
2018-02-24,La Chaux-de-Fonds,99.1809441093,98.9779202162,100,99.8075314039,2018-02-24 00:00:00-CF
2018-02-23,La Chaux-de-Fonds,98.0058684153,97.5862489483,100,99.0924044211,2018-02-23 00:00:00-CF
2018-02-22,La Chaux-de-Fonds,98.9902864083,98.7797491267,100,97.0805514223,2018-02-22 00:00:00-CF
2018-02-21,La Chaux-de-Fonds,99.6252174638,99.5470708517,100,99.8177427648,2018-02-21 00:00:00-CF
2018-02-20,La Chaux-de-Fonds,100,100,100,99.0490793791,2018-02-20 00:00:00-CF
2018-02-19,La Chaux-de-Fonds,100,100,100,97.2848109789,2018-02-19 00:00:00-CF
2018-02-18,La Chaux-de-Fonds,99.7459578837,99.7990338418,99.5319581907,100,2018-02-18 00:00:00-CF
2018-02-17,La Chaux-de-Fonds,99.6996158503,100,98.4937391318,99.805481677,2018-02-17 00:00:00-CF
2018-02-16,La Chaux-de-Fonds,96.714072979,97.2146918892,94.3523024125,99.2289697278,2018-02-16 00:00:00-CF
2018-02-15,La Chaux-de-Fonds,92.3338374873,91.272257014,97.4250604039,97.3181712453,2018-02-15 00:00:00-CF
2018-02-14,La Chaux-de-Fonds,93.5515885685,92.1069448277,99.0600263128,96.6977348784,2018-02-14 00:00:00-CF
2018-02-13,La Chaux-de-Fonds,100,100,100,98.1067283679,2018-02-13 00:00:00-CF
2018-02-12,La Chaux-de-Fonds,97.8745812431,98.6433360282,94.0571173377,94.5415481099,2018-02-12 00:00:00-CF
2018-02-11,La Chaux-de-Fonds,100,100,100,98.6234922551,2018-02-11 00:00:00-CF
2018-02-10,La Chaux-de-Fonds,100,100,100,99.8062818058,2018-02-10 00:00:00-CF
2018-02-09,La Chaux-de-Fonds,98.2992090339,99.8804541379,91.1698289929,99.4358319985,2018-02-09 00:00:00-CF
2018-02-08,La Chaux-de-Fonds,99.9070050474,99.8876144948,100,99.7447122281,2018-02-08 00:00:00-CF
2018-02-07,La Chaux-de-Fonds,85.5189714248,82.4995048996,100,97.470128789,2018-02-07 00:00:00-CF
