Datum,Name Haltestelle,Kundengewichtete Ankunftspünktlichkeit,Kundengewichtete Ankunftspünktlichkeit Fernverkehr,Kundengewichtete Ankunftspünktlichkeit Regionalverkehr,Kundengewichtete Anschlüsse,key
2019-03-30,Moutier,99.6037026636,99.517777439,100,100,2019-03-30 00:00:00-MOU
2019-03-29,Moutier,98.2991379176,98.2130892154,98.7103187797,99.3133418747,2019-03-29 00:00:00-MOU
2019-03-28,Moutier,100,100,100,100,2019-03-28 00:00:00-MOU
2019-03-27,Moutier,99.705334637,100,98.2319904018,99.4409095,2019-03-27 00:00:00-MOU
2019-03-26,Moutier,99.3179004266,99.550655092,98.2317941566,97.0444476204,2019-03-26 00:00:00-MOU
2019-03-25,Moutier,87.6837903344,88.1493985222,85.4183234575,96.4005486589,2019-03-25 00:00:00-MOU
2019-03-24,Moutier,98.9501738173,99.1155537154,98.1816404938,95.2328256651,2019-03-24 00:00:00-MOU
2019-03-23,Moutier,100,100,100,98.9144566104,2019-03-23 00:00:00-MOU
2019-03-22,Moutier,99.0644720155,99.3563310802,97.7320641613,98.4900281183,2019-03-22 00:00:00-MOU
2019-03-21,Moutier,91.1717604962,89.733911442,97.7343936003,99.0185436896,2019-03-21 00:00:00-MOU
2019-03-20,Moutier,100,100,100,98.011336782,2019-03-20 00:00:00-MOU
2019-03-19,Moutier,95.758118264,96.1848445394,93.8104534705,98.7695125966,2019-03-19 00:00:00-MOU
2019-03-18,Moutier,99.4722179909,99.3565828715,100,98.5648116458,2019-03-18 00:00:00-MOU
2019-03-17,Moutier,100,100,100,100,2019-03-17 00:00:00-MOU
2019-03-16,Moutier,99.9596033786,100,99.7732893652,99.5921797375,2019-03-16 00:00:00-MOU
2019-03-15,Moutier,99.1307656804,98.9403630835,100,99.834291269,2019-03-15 00:00:00-MOU
2019-03-14,Moutier,91.5599378597,91.7275238699,90.795041506,98.1003230233,2019-03-14 00:00:00-MOU
2019-03-13,Moutier,95.6753367598,96.2111348512,93.2298461978,98.6883493215,2019-03-13 00:00:00-MOU
2019-03-12,Moutier,99.0874850685,98.8824520434,100,97.9735235576,2019-03-12 00:00:00-MOU
2019-03-11,Moutier,97.9423290756,98.7851511206,94.095519261,100,2019-03-11 00:00:00-MOU
2019-03-10,Moutier,99.8026874797,100,98.8180273782,99.9202211162,2019-03-10 00:00:00-MOU
2019-03-09,Moutier,99.0201119008,100,94.5007516609,99.6307372896,2019-03-09 00:00:00-MOU
2019-03-08,Moutier,96.5068301246,96.8649046389,94.8514399442,99.1946164234,2019-03-08 00:00:00-MOU
2019-03-07,Moutier,95.3022405702,97.5104883043,85.1050709626,97.3300868023,2019-03-07 00:00:00-MOU
2019-03-06,Moutier,97.4511169798,98.320480292,93.4831674682,96.3222279808,2019-03-06 00:00:00-MOU
2019-03-05,Moutier,99.3715223638,100,96.5030236655,98.5485374551,2019-03-05 00:00:00-MOU
2019-03-04,Moutier,94.1175497359,93.2968051012,97.8635937971,98.0869587893,2019-03-04 00:00:00-MOU
2019-03-03,Moutier,99.3980471366,100,96.6225265901,100,2019-03-03 00:00:00-MOU
2019-03-02,Moutier,98.0261821952,97.5982188389,100,100,2019-03-02 00:00:00-MOU
2019-03-01,Moutier,97.5753341899,97.5083842981,97.877481299,100,2019-03-01 00:00:00-MOU
2019-02-28,Moutier,99.5368531499,100,97.3493857171,100,2019-02-28 00:00:00-MOU
2019-02-27,Moutier,92.3964656263,91.4553305656,96.6680951701,99.7119605425,2019-02-27 00:00:00-MOU
2019-02-26,Moutier,90.7833549273,89.260407625,97.7343936003,100,2019-02-26 00:00:00-MOU
2019-02-25,Moutier,97.6564648949,97.1438149607,100,99.6766507274,2019-02-25 00:00:00-MOU
2019-02-24,Moutier,97.7669525394,97.4428737604,99.261234508,100,2019-02-24 00:00:00-MOU
2019-02-23,Moutier,99.2887386317,100,96.0083167645,100,2019-02-23 00:00:00-MOU
2019-02-22,Moutier,92.5787037592,92.2511442423,94.0740928892,100,2019-02-22 00:00:00-MOU
2019-02-21,Moutier,95.6643829013,96.1848445394,93.2888910052,96.9144917191,2019-02-21 00:00:00-MOU
2019-02-20,Moutier,96.7010058723,96.410050967,98.0289827469,97.1455951811,2019-02-20 00:00:00-MOU
2019-02-19,Moutier,98.2593634097,98.881131624,95.4214878657,96.2798535801,2019-02-19 00:00:00-MOU
2019-02-18,Moutier,95.4665288306,95.7692072289,94.0850435694,97.6593032997,2019-02-18 00:00:00-MOU
2019-02-17,Moutier,97.0906871746,96.9109441849,97.9194569862,99.8004882652,2019-02-17 00:00:00-MOU
2019-02-16,Moutier,98.499816379,98.942895596,96.4562824305,97.4235645963,2019-02-16 00:00:00-MOU
2019-02-15,Moutier,98.9587006088,100,94.3738172951,98.5325357016,2019-02-15 00:00:00-MOU
2019-02-14,Moutier,97.5942017575,97.0671001091,100,97.8496621456,2019-02-14 00:00:00-MOU
2019-02-13,Moutier,95.5125047917,95.0907959978,97.3956795708,100,2019-02-13 00:00:00-MOU
2019-02-12,Moutier,92.8760374654,92.156793194,96.3400785848,98.4646155268,2019-02-12 00:00:00-MOU
2019-02-11,Moutier,93.2852276377,94.1643853909,89.2725743219,95.1269439256,2019-02-11 00:00:00-MOU
2019-02-10,Moutier,79.7659372232,76.5828749433,94.4425926487,98.3071435557,2019-02-10 00:00:00-MOU
2019-02-09,Moutier,95.5418775263,95.421974313,96.105163067,98.6774789096,2019-02-09 00:00:00-MOU
2019-02-08,Moutier,97.4221009688,98.7692469426,91.3191048908,93.002832304,2019-02-08 00:00:00-MOU
2019-02-07,Moutier,83.6291160407,81.3483452405,94.0390140152,100,2019-02-07 00:00:00-MOU
2019-02-06,Moutier,96.875183634,96.1905477287,100,99.2959330354,2019-02-06 00:00:00-MOU
2019-02-05,Moutier,86.3413941181,85.2238710467,91.4419948256,97.4375270931,2019-02-05 00:00:00-MOU
2019-02-04,Moutier,96.1434430602,98.6533518061,84.6877132835,96.723101775,2019-02-04 00:00:00-MOU
2019-02-03,Moutier,92.205612322,91.8441408227,93.8723068998,99.5753704571,2019-02-03 00:00:00-MOU
2019-02-02,Moutier,95.0936467132,94.239221294,99.0343581786,100,2019-02-02 00:00:00-MOU
2019-02-01,Moutier,88.7164311988,88.2590735366,90.8034773111,99.4209980363,2019-02-01 00:00:00-MOU
2019-01-31,Moutier,81.9394202576,81.5346726091,83.8887753701,98.6940549626,2019-01-31 00:00:00-MOU
2019-01-30,Moutier,91.2778284476,90.5227684348,94.6697776296,98.6066249686,2019-01-30 00:00:00-MOU
2019-01-29,Moutier,95.1696906733,94.9199188756,96.3096995381,98.6883493215,2019-01-29 00:00:00-MOU
2019-01-28,Moutier,94.6723740834,94.6515907725,94.7672333064,99.1952123446,2019-01-28 00:00:00-MOU
2019-01-27,Moutier,100,100,100,100,2019-01-27 00:00:00-MOU
2019-01-26,Moutier,100,100,100,100,2019-01-26 00:00:00-MOU
2019-01-25,Moutier,92.9874766589,91.7707745796,98.5420185677,99.0178169506,2019-01-25 00:00:00-MOU
2019-01-24,Moutier,98.1272324905,98.4469241726,96.6680951701,98.1182506544,2019-01-24 00:00:00-MOU
2019-01-23,Moutier,97.0949454218,100,83.835690364,98.0418838282,2019-01-23 00:00:00-MOU
2019-01-22,Moutier,93.6859521152,92.3616178445,100,95.1266951213,2019-01-22 00:00:00-MOU
2019-01-21,Moutier,85.4914431538,83.424793016,94.9240512357,96.7665072737,2019-01-21 00:00:00-MOU
2019-01-20,Moutier,98.9697572864,98.7509447106,100,99.427136144,2019-01-20 00:00:00-MOU
2019-01-19,Moutier,98.6109610939,98.7007985784,98.1966199505,100,2019-01-19 00:00:00-MOU
2019-01-18,Moutier,97.481582399,98.0763653536,94.7662530639,100,2019-01-18 00:00:00-MOU
2019-01-17,Moutier,98.9820898707,99.1685167256,98.1312001016,100,2019-01-17 00:00:00-MOU
2019-01-16,Moutier,97.1859993713,96.83925074,98.7686300652,100,2019-01-16 00:00:00-MOU
2019-01-15,Moutier,98.1483414888,97.9805841179,98.9140199673,99.0488576839,2019-01-15 00:00:00-MOU
2019-01-14,Moutier,97.4897146928,97.2906439778,98.396128499,99.2959330354,2019-01-14 00:00:00-MOU
2019-01-13,Moutier,96.1343322015,96.4844378866,94.538607545,100,2019-01-13 00:00:00-MOU
2019-01-12,Moutier,100,100,100,100,2019-01-12 00:00:00-MOU
2019-01-11,Moutier,83.1912095686,81.5767144248,90.5601320572,96.2063138941,2019-01-11 00:00:00-MOU
2019-01-10,Moutier,88.1536872,85.9676503973,98.1312001016,100,2019-01-10 00:00:00-MOU
2019-01-09,Moutier,83.4476357066,81.5252136609,92.2219576846,95.4851705896,2019-01-09 00:00:00-MOU
2019-01-08,Moutier,94.5244399412,94.672942957,93.8466422234,98.7577781472,2019-01-08 00:00:00-MOU
2019-01-07,Moutier,98.5377877812,100,91.8800061833,96.788020431,2019-01-07 00:00:00-MOU
2019-01-06,Moutier,100,100,100,100,2019-01-06 00:00:00-MOU
2019-01-05,Moutier,99.33794305,100,96.2709223947,100,2019-01-05 00:00:00-MOU
2019-01-04,Moutier,95.6757092974,95.3484490193,97.2518766895,98.6295723854,2019-01-04 00:00:00-MOU
2019-01-03,Moutier,99.3980940409,100,96.5071431186,99.0062784081,2019-01-03 00:00:00-MOU
2019-01-02,Moutier,98.7733036659,98.5072586634,100,98.1887619861,2019-01-02 00:00:00-MOU
2019-01-01,Moutier,99.8665601191,100,99.2294953479,100,2019-01-01 00:00:00-MOU
2018-12-31,Moutier,100,100,100,98.3240446124,2018-12-31 00:00:00-MOU
2018-12-30,Moutier,94.7344544405,94.9854647342,93.5762235981,95.9880786277,2018-12-30 00:00:00-MOU
2018-12-29,Moutier,100,100,100,98.7389703156,2018-12-29 00:00:00-MOU
2018-12-28,Moutier,99.5275094438,100,97.2518766895,99.8311478952,2018-12-28 00:00:00-MOU
2018-12-27,Moutier,98.7093658999,99.3590360945,95.589003624,100,2018-12-27 00:00:00-MOU
2018-12-26,Moutier,100,100,100,99.5511794407,2018-12-26 00:00:00-MOU
2018-12-25,Moutier,97.9501257147,97.5076524668,100,99.6036790933,2018-12-25 00:00:00-MOU
2018-12-24,Moutier,93.6122041938,92.9699056672,96.6971603899,100,2018-12-24 00:00:00-MOU
2018-12-23,Moutier,100,100,100,97.2051655541,2018-12-23 00:00:00-MOU
2018-12-22,Moutier,96.2851853868,96.4599824972,95.4754267279,96.4818705356,2018-12-22 00:00:00-MOU
2018-12-21,Moutier,92.6195291574,91.5730977883,97.3956795708,100,2018-12-21 00:00:00-MOU
2018-12-20,Moutier,93.3724020956,92.0644988983,99.3419360983,99.533229679,2018-12-20 00:00:00-MOU
2018-12-19,Moutier,87.3965320527,93.0117154707,61.8748313572,87.8515852883,2018-12-19 00:00:00-MOU
2018-12-18,Moutier,90.2708056278,90.2401738221,90.4106153675,96.7277183993,2018-12-18 00:00:00-MOU
2018-12-17,Moutier,98.594653799,98.6584863108,98.3040099942,100,2018-12-17 00:00:00-MOU
2018-12-16,Moutier,99.2010248312,99.357083905,98.4809251499,97.174375946,2018-12-16 00:00:00-MOU
2018-12-15,Moutier,98.5738552839,98.2927471876,99.8761063032,100,2018-12-15 00:00:00-MOU
2018-12-14,Moutier,89.1923562954,87.4050632911,97.3499674619,98.2571225396,2018-12-14 00:00:00-MOU
2018-12-13,Moutier,90.7620747749,89.4680871781,96.6680951701,98.5625299473,2018-12-13 00:00:00-MOU
2018-12-12,Moutier,84.3214341339,81.9699233269,95.0542037681,96.6970784481,2018-12-12 00:00:00-MOU
2018-12-11,Moutier,100,100,100,100,2018-12-11 00:00:00-MOU
2018-12-10,Moutier,91.9165609069,92.5866160418,88.8656489465,97.2656467225,2018-12-10 00:00:00-MOU
2018-12-09,Moutier,99.4891069964,99.6162779624,98.9047523537,98.8554740764,2018-12-09 00:00:00-MOU
2018-12-08,Moutier,99.3398679736,99.9826070943,97.5567943143,100,2018-12-08 00:00:00-MOU
2018-12-07,Moutier,91.8796144773,91.4486574017,93.5712918609,98.9267971345,2018-12-07 00:00:00-MOU
2018-12-06,Moutier,92.317439139,96.137916478,77.5817403986,99.7291391178,2018-12-06 00:00:00-MOU
2018-12-05,Moutier,94.7566530449,94.9614483565,93.9667512218,96.5547134987,2018-12-05 00:00:00-MOU
2018-12-04,Moutier,96.0444429891,97.1230940839,91.8840525015,97.8962339151,2018-12-04 00:00:00-MOU
2018-12-03,Moutier,98.7447691802,99.1565049776,97.1527088027,99.5988909575,2018-12-03 00:00:00-MOU
2018-12-02,Moutier,97.4719524564,96.7879721373,99.9971708576,97.3096046568,2018-12-02 00:00:00-MOU
2018-12-01,Moutier,100,100,100,100,2018-12-01 00:00:00-MOU
2018-11-30,Moutier,95.1712795477,95.5869133322,93.5397521572,97.1035189588,2018-11-30 00:00:00-MOU
2018-11-29,Moutier,98.8352557958,98.5755601031,99.8369100795,98.8921027797,2018-11-29 00:00:00-MOU
2018-11-28,Moutier,100,100,100,98.8579473743,2018-11-28 00:00:00-MOU
2018-11-27,Moutier,93.2652298935,96.8932938591,79.2716754591,88.1003256979,2018-11-27 00:00:00-MOU
2018-11-26,Moutier,94.6926329925,94.0020452161,97.3629313802,100,2018-11-26 00:00:00-MOU
2018-11-25,Moutier,97.959297888,97.9732368941,97.90700043,100,2018-11-25 00:00:00-MOU
2018-11-24,Moutier,98.6907965285,98.9760680477,97.603342378,99.2861450674,2018-11-24 00:00:00-MOU
2018-11-23,Moutier,91.2537265573,89.9589488467,96.2939500379,99.2938884831,2018-11-23 00:00:00-MOU
2018-11-22,Moutier,98.940559843,99.3659526645,97.2026714103,100,2018-11-22 00:00:00-MOU
2018-11-21,Moutier,94.5661180762,93.8420109477,97.3590215683,98.3101303943,2018-11-21 00:00:00-MOU
2018-11-20,Moutier,94.8890229547,94.1259064808,97.8323866929,99.4291895873,2018-11-20 00:00:00-MOU
2018-11-19,Moutier,91.1075723409,90.5030022612,93.4133847988,98.624942607,2018-11-19 00:00:00-MOU
2018-11-18,Moutier,97.7347529839,98.3188989471,95.5582463844,98.4237001883,2018-11-18 00:00:00-MOU
2018-11-17,Moutier,98.9289729394,98.6566477397,99.9670757598,100,2018-11-17 00:00:00-MOU
2018-11-16,Moutier,97.3918644109,98.0225088847,94.9369340712,100,2018-11-16 00:00:00-MOU
2018-11-15,Moutier,99.8607479649,100,99.3236485776,100,2018-11-15 00:00:00-MOU
2018-11-14,Moutier,87.2302165261,87.8689523682,84.7665927146,95.8724023116,2018-11-14 00:00:00-MOU
2018-11-13,Moutier,92.034383986,91.2592744799,95.0240052189,99.6666321407,2018-11-13 00:00:00-MOU
2018-11-12,Moutier,99.3436517234,99.1739081101,100,98.5203173434,2018-11-12 00:00:00-MOU
2018-11-11,Moutier,98.6623525567,98.4273967984,99.5297965281,100,2018-11-11 00:00:00-MOU
2018-11-10,Moutier,96.2030655392,96.4660557131,95.2095230526,100,2018-11-10 00:00:00-MOU
2018-11-09,Moutier,100,100,100,100,2018-11-09 00:00:00-MOU
2018-11-08,Moutier,98.6113647199,98.8838474484,97.5603904454,98.2740696127,2018-11-08 00:00:00-MOU
2018-11-07,Moutier,92.7516790443,91.9857870518,95.7057480436,98.8445204875,2018-11-07 00:00:00-MOU
2018-11-06,Moutier,99.0744651506,98.8345046994,100,100,2018-11-06 00:00:00-MOU
2018-11-05,Moutier,85.0197266464,84.7035426917,86.0913546829,96.559484394,2018-11-05 00:00:00-MOU
2018-11-04,Moutier,99.3756203389,99.2080449873,100,99.7614968795,2018-11-04 00:00:00-MOU
2018-11-03,Moutier,99.0739550143,100,95.5438743883,99.5552179258,2018-11-03 00:00:00-MOU
2018-11-02,Moutier,100,100,100,98.9686485911,2018-11-02 00:00:00-MOU
2018-11-01,Moutier,96.8859493087,96.7632973816,97.3590215683,99.0777646919,2018-11-01 00:00:00-MOU
2018-10-31,Moutier,87.1433019438,89.8662154531,76.6409406919,94.0853099477,2018-10-31 00:00:00-MOU
2018-10-30,Moutier,86.1421192173,88.1935242185,78.2297869587,97.6242488349,2018-10-30 00:00:00-MOU
2018-10-29,Moutier,96.0779532085,97.2242027252,91.7332192048,96.8918643405,2018-10-29 00:00:00-MOU
2018-10-28,Moutier,95.3044112998,94.6205866102,97.7904397619,100,2018-10-28 00:00:00-MOU
2018-10-27,Moutier,94.4223779656,95.265133747,91.2097955291,99.6950123503,2018-10-27 00:00:00-MOU
2018-10-26,Moutier,94.6782750316,93.8376180359,97.9507279741,98.6998286949,2018-10-26 00:00:00-MOU
2018-10-25,Moutier,97.7143949645,100,88.8174228558,100,2018-10-25 00:00:00-MOU
2018-10-24,Moutier,96.9490922154,97.3506361119,95.3860378854,98.2495880604,2018-10-24 00:00:00-MOU
2018-10-23,Moutier,96.9009370964,96.1047972759,100,100,2018-10-23 00:00:00-MOU
2018-10-22,Moutier,96.9611246886,98.249250546,91.9345591382,98.3677597512,2018-10-22 00:00:00-MOU
2018-10-21,Moutier,96.5097122222,97.471412014,92.8241631397,99.2839462518,2018-10-21 00:00:00-MOU
2018-10-20,Moutier,99.9899727613,99.9873423188,100,100,2018-10-20 00:00:00-MOU
2018-10-19,Moutier,98.8680690127,100,94.2009039851,100,2018-10-19 00:00:00-MOU
2018-10-18,Moutier,94.3831183669,93.5776627122,97.7040605093,100,2018-10-18 00:00:00-MOU
2018-10-17,Moutier,96.0847916158,97.7266730701,89.3152155602,98.6427213054,2018-10-17 00:00:00-MOU
2018-10-16,Moutier,98.9043792504,98.6386492586,100,99.4427954565,2018-10-16 00:00:00-MOU
2018-10-15,Moutier,97.3307565834,100,86.4115948309,90.0583358919,2018-10-15 00:00:00-MOU
2018-10-14,Moutier,96.517577748,95.5885238824,100,100,2018-10-14 00:00:00-MOU
2018-10-13,Moutier,96.3256658381,96.0390392671,97.4182854418,100,2018-10-13 00:00:00-MOU
2018-10-12,Moutier,93.1289517953,92.9769842083,93.7580991044,100,2018-10-12 00:00:00-MOU
2018-10-11,Moutier,97.2445170714,97.3775750395,96.6841934891,98.5588288234,2018-10-11 00:00:00-MOU
2018-10-10,Moutier,94.9892272135,96.4032030316,89.0347999288,99.0384192316,2018-10-10 00:00:00-MOU
2018-10-09,Moutier,99.4145200374,99.2754882767,100,97.538849223,2018-10-09 00:00:00-MOU
2018-10-08,Moutier,96.9934035283,96.2822527354,100,100,2018-10-08 00:00:00-MOU
2018-10-07,Moutier,99.5566511764,100,97.8494439007,100,2018-10-07 00:00:00-MOU
2018-10-06,Moutier,97.7556680441,97.1669131192,100,97.3216356636,2018-10-06 00:00:00-MOU
2018-10-05,Moutier,99.4427182664,100,97.2438685844,98.1009992726,2018-10-05 00:00:00-MOU
2018-10-04,Moutier,98.5303457013,98.1500406335,100,99.0168523257,2018-10-04 00:00:00-MOU
2018-10-03,Moutier,94.4347836618,94.8144863737,92.9550545745,100,2018-10-03 00:00:00-MOU
2018-10-02,Moutier,97.115774886,97.5857751239,95.1919754902,98.3821988122,2018-10-02 00:00:00-MOU
2018-10-01,Moutier,99.2603150813,100,96.3947231711,98.0599667445,2018-10-01 00:00:00-MOU
2018-09-30,Moutier,92.3335694681,92.1067159235,93.214925425,99.8642490641,2018-09-30 00:00:00-MOU
2018-09-29,Moutier,99.2579843363,100,96.4294229175,100,2018-09-29 00:00:00-MOU
2018-09-28,Moutier,90.7677031409,92.156754798,85.3765470833,97.975973236,2018-09-28 00:00:00-MOU
2018-09-27,Moutier,70.5288734465,64.7051878035,92.0838750285,98.8435586006,2018-09-27 00:00:00-MOU
2018-09-26,Moutier,88.5086013773,86.7794669661,95.034178332,99.3207924626,2018-09-26 00:00:00-MOU
2018-09-25,Moutier,98.4436973803,98.0753740224,99.8337121764,99.7402188141,2018-09-25 00:00:00-MOU
2018-09-24,Moutier,91.8215023571,90.761856794,95.8577949043,99.9288914747,2018-09-24 00:00:00-MOU
2018-09-23,Moutier,98.3275704398,98.5143844263,97.6116379603,100,2018-09-23 00:00:00-MOU
2018-09-22,Moutier,96.9603451097,96.1578930683,100,100,2018-09-22 00:00:00-MOU
2018-09-21,Moutier,89.8097998969,87.6726476081,97.8750889846,99.412772699,2018-09-21 00:00:00-MOU
2018-09-20,Moutier,99.9890608006,100,99.9477773777,100,2018-09-20 00:00:00-MOU
2018-09-19,Moutier,88.3309257499,86.4641097239,95.3760990801,99.0348098709,2018-09-19 00:00:00-MOU
2018-09-18,Moutier,99.6851237828,100,98.4968130458,99.6666882141,2018-09-18 00:00:00-MOU
2018-09-17,Moutier,98.5788560536,98.20576395,100,100,2018-09-17 00:00:00-MOU
2018-09-16,Moutier,94.8611272981,93.6346000907,99.5297965281,99.648796125,2018-09-16 00:00:00-MOU
2018-09-15,Moutier,95.6716776205,95.1567201018,97.6223152405,98.5316972466,2018-09-15 00:00:00-MOU
2018-09-14,Moutier,95.2426656226,94.3803768022,98.4968130458,100,2018-09-14 00:00:00-MOU
2018-09-13,Moutier,92.1468063583,91.2664251598,95.4692752325,98.6307955849,2018-09-13 00:00:00-MOU
2018-09-12,Moutier,99.4698518545,99.3293742526,100,98.2841513276,2018-09-12 00:00:00-MOU
2018-09-11,Moutier,86.5026400894,85.6650104949,89.6637687692,99.3196399425,2018-09-11 00:00:00-MOU
2018-09-10,Moutier,85.1832512648,81.6530519162,98.912702327,99.6170721319,2018-09-10 00:00:00-MOU
2018-09-09,Moutier,100,100,100,100,2018-09-09 00:00:00-MOU
2018-09-08,Moutier,99.5038809314,100,97.6246025755,100,2018-09-08 00:00:00-MOU
2018-09-07,Moutier,99.3450230445,99.4151612349,99.0803321359,98.549108045,2018-09-07 00:00:00-MOU
2018-09-06,Moutier,98.3726901323,98.2068101276,99.0007122117,100,2018-09-06 00:00:00-MOU
2018-09-05,Moutier,100,100,100,100,2018-09-05 00:00:00-MOU
2018-09-04,Moutier,93.464945528,91.8000802129,100,99.4644484532,2018-09-04 00:00:00-MOU
2018-09-03,Moutier,95.3433434111,98.4328643578,83.1450811348,99.9339577329,2018-09-03 00:00:00-MOU
2018-09-02,Moutier,98.2372922636,97.9398932518,99.3770228368,100,2018-09-02 00:00:00-MOU
2018-09-01,Moutier,99.1820132572,98.9760680477,99.9670757598,100,2018-09-01 00:00:00-MOU
2018-08-31,Moutier,99.6812487344,100,98.4300236413,99.4619219335,2018-08-31 00:00:00-MOU
2018-08-30,Moutier,93.6474767184,93.068241441,95.9211345667,100,2018-08-30 00:00:00-MOU
2018-08-29,Moutier,98.5233856115,98.4523982848,98.8020304021,99.7641120262,2018-08-29 00:00:00-MOU
2018-08-28,Moutier,93.8245894417,93.9606104975,93.2906693696,97.8589925685,2018-08-28 00:00:00-MOU
2018-08-27,Moutier,100,100,100,100,2018-08-27 00:00:00-MOU
2018-08-26,Moutier,100,100,100,100,2018-08-26 00:00:00-MOU
2018-08-25,Moutier,99.9898719336,99.9873423188,100,100,2018-08-25 00:00:00-MOU
2018-08-24,Moutier,98.3748830133,97.9739302238,99.9487816779,99.5120370475,2018-08-24 00:00:00-MOU
2018-08-23,Moutier,98.7655199402,98.825512113,98.5300341545,99.1040387637,2018-08-23 00:00:00-MOU
2018-08-22,Moutier,96.0005144807,95.0662855636,99.6676200463,98.7537550489,2018-08-22 00:00:00-MOU
2018-08-21,Moutier,95.0416647282,93.7784831512,100,96.493787527,2018-08-21 00:00:00-MOU
2018-08-20,Moutier,90.3965418496,88.1275571386,99.3246498758,95.1975366982,2018-08-20 00:00:00-MOU
2018-08-19,Moutier,96.3011708061,95.959220133,97.6116379603,97.9439937994,2018-08-19 00:00:00-MOU
2018-08-18,Moutier,99.071831599,99.2031617399,98.5712015077,100,2018-08-18 00:00:00-MOU
2018-08-17,Moutier,99.0003852976,99.37699539,97.4345210392,100,2018-08-17 00:00:00-MOU
2018-08-16,Moutier,98.6912842521,98.7446124094,98.4695640256,97.3387439966,2018-08-16 00:00:00-MOU
2018-08-15,Moutier,98.4191333799,98.0389032802,100,97.9535230105,2018-08-15 00:00:00-MOU
2018-08-14,Moutier,95.4943419081,96.4782532257,91.4035753954,100,2018-08-14 00:00:00-MOU
2018-08-13,Moutier,98.7376807884,100,93.4770523723,98.2213491301,2018-08-13 00:00:00-MOU
2018-08-12,Moutier,96.8292571546,96.0894440384,99.6644637078,99.6473727495,2018-08-12 00:00:00-MOU
2018-08-11,Moutier,98.6851340878,99.0091269327,97.4500743634,98.4713145996,2018-08-11 00:00:00-MOU
2018-08-10,Moutier,100,100,100,100,2018-08-10 00:00:00-MOU
2018-08-09,Moutier,100,100,100,99.4574138245,2018-08-09 00:00:00-MOU
2018-08-08,Moutier,98.0854772965,98.0249621598,98.3370785234,98.8673323606,2018-08-08 00:00:00-MOU
2018-08-07,Moutier,94.816455938,94.0597778761,97.9624643446,99.6844255397,2018-08-07 00:00:00-MOU
2018-08-06,Moutier,100,100,100,100,2018-08-06 00:00:00-MOU
2018-08-05,Moutier,89.7010643395,87.7109920249,97.2761016681,99.6442067183,2018-08-05 00:00:00-MOU
2018-08-04,Moutier,100,100,100,100,2018-08-04 00:00:00-MOU
2018-08-03,Moutier,93.7491557776,92.4755299694,99.0446196324,99.2860742483,2018-08-03 00:00:00-MOU
2018-08-02,Moutier,93.9768820313,93.2017821388,97.2070574753,100,2018-08-02 00:00:00-MOU
2018-08-01,Moutier,99.2684155334,99.1047256547,99.8921820648,100,2018-08-01 00:00:00-MOU
2018-07-31,Moutier,94.9455559855,94.2184868871,97.9684604556,98.3139927596,2018-07-31 00:00:00-MOU
2018-07-30,Moutier,95.2405804649,94.3445892468,98.9745621862,99.0885684661,2018-07-30 00:00:00-MOU
2018-07-29,Moutier,98.7985157378,98.4850028422,100,100,2018-07-29 00:00:00-MOU
2018-07-28,Moutier,99.3251037003,99.3437364581,99.2523603553,96.1074841185,2018-07-28 00:00:00-MOU
2018-07-27,Moutier,96.015415794,96.526708095,93.8283935023,98.9415278539,2018-07-27 00:00:00-MOU
2018-07-26,Moutier,91.5283516794,91.846848208,90.1808672913,98.2951676849,2018-07-26 00:00:00-MOU
2018-07-25,Moutier,93.6801319345,92.2016256857,99.8272548947,100,2018-07-25 00:00:00-MOU
2018-07-24,Moutier,96.734447209,96.7265380533,96.7658118877,99.2136877205,2018-07-24 00:00:00-MOU
2018-07-23,Moutier,95.2465387043,94.1059172727,100,97.9599281092,2018-07-23 00:00:00-MOU
2018-07-22,Moutier,99.4637171893,99.3237806273,100,100,2018-07-22 00:00:00-MOU
2018-07-21,Moutier,98.699880027,98.3588199467,100,100,2018-07-21 00:00:00-MOU
2018-07-20,Moutier,75.0612268849,70.2577791451,95.0329357817,98.3057123987,2018-07-20 00:00:00-MOU
2018-07-19,Moutier,98.1326995695,97.6835763987,100,100,2018-07-19 00:00:00-MOU
2018-07-18,Moutier,97.9471320912,100,89.412009925,97.6943887166,2018-07-18 00:00:00-MOU
2018-07-17,Moutier,96.3803823288,96.4498902566,96.0913921542,99.3525442276,2018-07-17 00:00:00-MOU
2018-07-16,Moutier,94.3710637002,93.3944846183,98.4408897961,99.6865251407,2018-07-16 00:00:00-MOU
2018-07-15,Moutier,99.1937023068,98.9833086026,100,99.0686039704,2018-07-15 00:00:00-MOU
2018-07-14,Moutier,96.6828974639,96.8447238085,96.0695269127,99.8834389607,2018-07-14 00:00:00-MOU
2018-07-13,Moutier,93.9172805963,93.8068314873,94.3765043814,99.126490845,2018-07-13 00:00:00-MOU
2018-07-12,Moutier,97.766491673,97.5973886839,98.4695640256,99.6635104171,2018-07-12 00:00:00-MOU
2018-07-11,Moutier,97.9578166148,97.7718243776,98.7311086809,100,2018-07-11 00:00:00-MOU
2018-07-10,Moutier,99.2358074372,99.5924110859,97.7531715145,99.6321964861,2018-07-10 00:00:00-MOU
2018-07-09,Moutier,90.9286357397,89.5803163002,96.5476641855,99.0922459029,2018-07-09 00:00:00-MOU
